EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencion,anio_fecha,mes_fecha,dia_semana
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,44,3,bronquitis/bronquiolitis aguda,182,68,42,34,33,5,2023/10/30,m,c3,85736.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,44,4,crisis asmática,126,7,18,27,56,18,30-10-2023,f,c1,90241.0,2023-10-30,2023.0,10.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,44,5,insuficiencia respiratoria aguda,48,1,2,6,22,17,30-10-2023,m,c3,99210.0,2023-10-30,2023.0,10.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,44,6,covid-19 sospecha/confirmada,53,6,6,8,25,8,30.10.23,f,c4,82720.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,44,1,influenza y neumonia,211,21,23,36,83,48,30-10-2023,m,c2,96828.0,2023-10-30,2023.0,10.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,44,2,infeccion respiratoria aguda alta,34,2,7,4,19,2,30-10-2023,f,c5,109872.0,2023-10-30,2023.0,10.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,44,3,bronquitis/bronquiolitis aguda,93,38,19,13,20,3,30-10-2023,m,c1,130296.0,2023-10-30,2023.0,10.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,44,4,crisis asmática,37,2,5,8,18,4,2023/10/30,f,c4,101477.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,44,5,insuficiencia respiratoria aguda,89,2,1,9,34,43,30.10.23,f,c5,130961.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,44,6,covid-19 sospecha/confirmada,214,17,19,47,105,26,30.10.23,f,c2,121566.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,45,1,influenza y neumonia,180,21,18,15,74,52,2023/11/06,f,c1,75147.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,45,2,infeccion respiratoria aguda alta,196,12,23,35,96,30,06-11-2023,f,c2,82618.0,2023-11-06,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,45,3,bronquitis/bronquiolitis aguda,207,63,55,38,46,5,06-11-2023,m,c3,82033.0,2023-11-06,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,45,4,crisis asmática,60,7,4,17,26,6,06.11.23,f,c4,98867.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,45,5,insuficiencia respiratoria aguda,152,7,4,9,66,66,06.11.23,f,c2,121371.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,45,6,covid-19 sospecha/confirmada,102,12,10,15,39,26,06-11-2023,m,c2,52748.0,2023-11-06,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,45,1,influenza y neumonia,59,4,6,6,26,17,2023/11/06,f,c4,144330.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-70.7766,alta complejidad,2023,45,2,infeccion respiratoria aguda alta,221,16,21,44,111,29,06-11-2023,m,c5,103928.0,2023-11-06,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,45,3,bronquitis/bronquiolitis aguda,153,36,35,31,44,7,2023/11/06,m,c3,93142.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,45,4,crisis asmática,55,2,8,10,29,6,06.11.23,f,c3,93800.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,45,5,insuficiencia respiratoria aguda,165,3,7,8,77,70,2023/11/06,m,c4,88234.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,45,6,covid-19 sospecha/confirmada,235,19,15,48,121,32,06-11-2023,f,c3,94901.0,2023-11-06,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,45,1,influenza y neumonia,189,17,20,23,81,48,06-11-2023,m,c3,114043.0,2023-11-06,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,45,2,infeccion respiratoria aguda alta,152,8,17,25,74,28,2023/11/06,f,c4,85228.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,45,3,bronquitis/bronquiolitis aguda,168,50,43,33,35,7,06-11-2023,m,c4,108488.0,2023-11-06,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,45,4,crisis asmática,73,2,12,22,30,7,06-11-2023,m,c5,56572.0,2023-11-06,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,45,5,insuficiencia respiratoria aguda,148,4,2,16,49,77,2023/11/06,f,c2,74698.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,45,6,covid-19 sospecha/confirmada,152,11,16,34,61,30,2023/11/06,f,c2,100441.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,45,1,influenza y neumonia,191,13,19,36,89,34,2023/11/06,f,c2,42926.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,45,2,infeccion respiratoria aguda alta,149,10,18,24,78,19,06-11-2023,f,c2,105732.0,2023-11-06,2023.0,11.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,45,3,bronquitis/bronquiolitis aguda,203,63,57,29,43,11,2023/11/06,f,c1,128429.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,45,4,crisis asmática,85,3,7,25,45,5,2023/11/06,m,c3,101454.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,45,5,insuficiencia respiratoria aguda,111,4,12,14,32,49,06.11.23,m,c5,88304.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,45,6,covid-19 sospecha/confirmada,209,10,25,39,102,33,06.11.23,f,c2,103482.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,45,1,influenza y neumonia,127,13,8,22,57,27,2023/11/06,m,c2,79936.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,45,2,infeccion respiratoria aguda alta,151,11,14,31,76,19,06-11-2023,f,c4,158660.0,2023-11-06,2023.0,11.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,45,3,bronquitis/bronquiolitis aguda,141,37,35,34,31,4,2023/11/06,m,c1,128994.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,45,4,crisis asmática,145,7,21,43,60,14,06-11-2023,m,c3,73961.0,2023-11-06,2023.0,11.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,45,5,insuficiencia respiratoria aguda,141,8,6,3,44,80,2023/11/06,m,c3,99921.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,45,6,covid-19 sospecha/confirmada,239,21,27,34,121,36,06-11-2023,f,c3,136750.0,2023-11-06,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,46,1,influenza y neumonia,108,8,3,14,54,29,13.11.23,f,c4,89126.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,46,2,infeccion respiratoria aguda alta,138,8,18,21,63,28,13-11-2023,f,c1,79809.0,2023-11-13,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,46,3,bronquitis/bronquiolitis aguda,153,41,33,41,33,5,13-11-2023,f,c1,90247.0,2023-11-13,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,46,4,crisis asmática,71,2,8,27,29,5,2023/11/13,m,c2,100081.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.7766,alta complejidad,2023,46,5,insuficiencia respiratoria aguda,160,6,5,13,52,84,2023/11/13,f,c4,56132.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,46,6,covid-19 sospecha/confirmada,199,11,16,35,104,33,13.11.23,m,c4,124005.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,46,1,influenza y neumonia,81,7,12,11,32,19,13-11-2023,m,c4,99053.0,2023-11-13,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,46,2,infeccion respiratoria aguda alta,137,15,17,31,54,20,13-11-2023,m,c2,119142.0,2023-11-13,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,46,3,bronquitis/bronquiolitis aguda,228,56,60,48,48,16,2023/11/13,m,c2,137396.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,46,4,crisis asmática,150,3,23,35,71,18,13-11-2023,f,c3,82530.0,2023-11-13,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,46,5,insuficiencia respiratoria aguda,115,1,3,9,38,64,13-11-2023,m,c5,66577.0,2023-11-13,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,46,6,covid-19 sospecha/confirmada,128,7,11,34,58,18,2023/11/13,m,c2,101347.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,46,1,influenza y neumonia,185,14,15,18,1105,48,13-11-2023,m,c5,108968.0,2023-11-13,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,46,2,infeccion respiratoria aguda alta,157,12,18,25,78,24,13-11-2023,m,c2,115324.0,2023-11-13,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,46,3,bronquitis/bronquiolitis aguda,148,47,35,23,35,8,13.11.23,f,c3,79323.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,46,4,crisis asmática,48,5,5,8,26,4,13-11-2023,m,c3,50511.0,2023-11-13,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,46,5,insuficiencia respiratoria aguda,55,0,4,10,16,25,2023/11/13,m,c4,121511.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,46,6,covid-19 sospecha/confirmada,47,3,5,9,21,9,13.11.23,m,c4,139347.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,46,1,influenza y neumonia,80,11,10,5,36,18,2023/11/13,f,c1,147884.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,46,2,infeccion respiratoria aguda alta,43,2,6,11,17,7,13.11.23,f,c2,109997.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,46,3,bronquitis/bronquiolitis aguda,115,28,26,28,28,5,13-11-2023,m,c3,100893.0,2023-11-13,2023.0,11.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,46,4,crisis asmática,140,6,19,40,60,15,13.11.23,m,c3,65781.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,46,5,insuficiencia respiratoria aguda,57,2,4,4,19,28,13.11.23,f,c3,103302.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,46,6,covid-19 sospecha/confirmada,85,5,9,20,40,14,13-11-2023,f,c3,98617.0,2023-11-13,2023.0,11.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,46,1,influenza y neumonia,60,4,8,5,31,12,13-11-2023,m,c5,83420.0,2023-11-13,2023.0,11.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,46,2,infeccion respiratoria aguda alta,70,6,3,16,34,11,13-11-2023,m,c3,118730.0,2023-11-13,2023.0,11.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,46,3,bronquitis/bronquiolitis aguda,89,22,26,16,22,3,13.11.23,f,c4,48249.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,46,4,crisis asmática,111,9,7,30,43,14,13-11-2023,m,c5,89597.0,2023-11-13,2023.0,11.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,46,5,insuficiencia respiratoria aguda,145,5,4,6,52,78,13.11.23,m,c4,128008.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2023,46,6,covid-19 sospecha/confirmada,165,13,26,26,70,30,13-11-2023,f,c3,94839.0,2023-11-13,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,47,1,influenza y neumonia,188,13,20,28,79,48,20.11.23,f,c2,129196.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,47,2,infeccion respiratoria aguda alta,199,11,25,42,90,31,2023/11/20,f,c4,42894.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,47,3,bronquitis/bronquiolitis aguda,70,26,20,11,12,1,20.11.23,m,c4,114962.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,47,4,crisis asmática,206,15,38,54,83,16,20-11-2023,m,c3,88497.0,2023-11-20,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,47,5,insuficiencia respiratoria aguda,175,6,6,12,60,91,20-11-2023,f,c4,93141.0,2023-11-20,2023.0,11.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2023,47,6,covid-19 sospecha/confirmada,174,12,23,37,73,29,2023/11/20,m,c4,85449.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,47,1,influenza y neumonia,201,19,21,22,89,50,2023/11/20,f,c1,93593.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,47,2,infeccion respiratoria aguda alta,155,11,23,29,72,20,20-11-2023,f,c3,80135.0,2023-11-20,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,47,3,bronquitis/bronquiolitis aguda,173,53,45,38,31,631,20-11-2023,m,c1,50706.0,2023-11-20,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,47,4,crisis asmática,100,7,12,30,38,13,2023/11/20,f,c2,41773.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,47,5,insuficiencia respiratoria aguda,94,0,3,10,37,44,20-11-2023,m,c5,92580.0,2023-11-20,2023.0,11.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2023,47,6,covid-19 sospecha/confirmada,219,16,24,44,100,35,20-11-2023,f,c3,55764.0,2023-11-20,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,47,1,influenza y neumonia,161,9,11,25,72,44,2023/11/20,m,c5,102272.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,47,2,infeccion respiratoria aguda alta,81,5,5,15,40,16,20.11.23,f,c3,126874.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,47,3,bronquitis/bronquiolitis aguda,176,41,52,31,44,8,20-11-2023,m,c2,78983.0,2023-11-20,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,47,4,crisis asmática,140,6,16,46,64,8,20-11-2023,m,c4,102543.0,2023-11-20,2023.0,11.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,47,5,insuficiencia respiratoria aguda,141,1,3,10,63,64,20.11.23,f,c4,67216.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2023,47,6,covid-19 sospecha/confirmada,170,13,16,38,75,28,2023/11/20,f,c5,83923.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,47,1,influenza y neumonia,106,9,9,12,44,32,20-11-2023,f,c5,90039.0,2023-11-20,2023.0,11.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,47,2,infeccion respiratoria aguda alta,54,3,4,11,24,12,20-11-2023,f,c3,85559.0,2023-11-20,2023.0,11.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2023,47,3,bronquitis/bronquiolitis aguda,194,61,47,31,39,16,2023/11/20,m,c3,109304.0,,,,
